,Sentence,Tokenized,Class,Label,Label tokenized,,
1062, týkajúcej sa definície vmkuv ako kuv je potrebné u pvs vymaza? z registra osobu prokuristu ktorá už nesp??a definíciu vmkuv vzh?adom na uvedené je potrebné vykona? zmenu údajov zapísaných v registri pvs, týkajúcej definície vmkuv kuv by? potrebný u pvs vymaza? register osobu prokuristu nesp??a definícium vmkuv vzh?ad uvedený by? potrebný vykona? zmena údajov zapísaný registri pvs ,statutar,0,0,,
1063," konanie menom spolo?nosti: z výpisu z obchodného registra pvs vyplýva, že jeho riadiacu štruktúru predstavujú: konate?: - kuv nar"," konanie menom spolo?nos? : výpisu obchodný register pvs vyplýva , riadiacu štruktúru predstavova? : konate? : - kuv nar ",statutar,0,0,,
1064," a) zákona o ochrane pred legalizáciou príjmov z t?, je možné uzavrie?, že za kuv sa považujú vmkuv pvs a preto vyššie uvedená fyzická osoba nap??a definíciu kuv v zmysle ust"," vzh?ad zverejnené informácia , jednozna?ne vyplýva , žiaden fyzický osoba nesp??a kritérium uvedený § 6a ods . 1 písm . ) zákon ochrane legalizácia príjem t? , by? možný uzavrie? , kuv považujú vmkuv pvs vysoko uvedený fyzický osoba nap??a definícium kuv zmysel ust ",statutar,2,2,,
1065, týkajúcej sa definície vmkuv ako kuv je potrebné u pvs vymaza? z registra osobu prokuristu ktorá už nesp??a definíciu vmkuv vzh?adom na uvedené je potrebné vykona? zmenu údajov zapísaných v registri pvs, týkajúcej definície vmkuv kuv by? potrebný u pvs vymaza? register osobu prokuristu nesp??a definícium vmkuv vzh?ad uvedený by? potrebný vykona? zmena údajov zapísaný registri pvs ,statutar,0,0,,
1066," za ú?elom identifikácie kuv (?alej len „kúv“) boli os zaobstarané nasledovné dokumenty vyplnené a predložené zo strany pvs: a) výpis z obchodného registra slovenskej republiky spolo?nosti fresenius medical care slovensko, spol"," ú?elom identifikácie kuv ( ?alej „ kúv “ ) by? os zaobstarané nasledovné dokument vyplnený predložené strana pvs : ) výpis obchodný register slovenský republika spolo?nos? fresenius medical care slovensko , spol ",statutar,0,0,,
1067, identifikácia kuv pvs na základe verejne dostupných informácii a informácii z predložených podkladov a poskytnutých informácií identifikovala os nasledovné fyzické osoby ako kúv v súlade s ust, identifikácia kuv pvs základ verejne dostupný informácii informácii predložených podkladov poskytnutý informácia identifikovala os nasledovné fyzické osoba kúv súlad ust ,statutar,0,0,,
1068," a) zákona o ochrane pred legalizáciou príjmov z t?, je možné uzavrie?, že za kuv sa považujú vmkuv pvs a preto vyššie uvedená fyzická osoba nap??a definíciu kuv v zmysle ust"," vzh?ad zverejnené informácia , jednozna?ne vyplýva , žiaden fyzický osoba nesp??a kritérium uvedený § 6a ods . 1 písm . ) zákon ochrane legalizácia príjem t? , by? možný uzavrie? , kuv považujú vmkuv pvs vysoko uvedený fyzický osoba nap??a definícium kuv zmysel ust ",statutar,2,2,,
1069," 6 zákona vyhotovený z dôvodu zmeny v osobách kuv pvs (,kuv“) a vsúvislosti sich zápisom do registra pvs („register“)"," : 10607/t kuv predseda predstavenstvo kuv , ?len predstavenstvo verifika?ný dokument by? súlad $ 11 ods . 6 zákon vyhotovený dôvod zmena osobách kuv pvs ( , kuv “ ) vsúvislosti sich zápisom register pvs ( „ register “ ) ",statutar,0,0,,
1070," zákona o ochrane pred legalizáciou, a teda v niektorých prípadoch sp??ajú kritéria kuv pvs: kuv pvs sú vzmysle vyššie uvedených skuto?ností ?lenovia predstavenstva spolo?nosti transpetrol: 60) kuv, adresa trvalého pobytu: ui"," zákon ochrane legalizácia , prípad sp??ajú kritéria kuv pvs : kuv pvs by? vzmysle vysoko uvedený skuto?ností ?len predstavenstvo spolo?nos? transpetrol : 60 ) kuv , adresa trvalého pobyt : ui ",statutar,2,2,,
1071," 1971, štátna príslušnos?: slovenská, funkcia: predseda predstavenstva pvs, (b) kuv, adresa trvalého pobytu: ?ajakova 2174/11, 010 01 žilina, slovenská republika, dátum narodenia: 4"," 7 . 1971 , štátna príslušnos? : slovenský , funkcia : predseda predstavenstvo pvs , ( b ) kuv , adresa trvalého pobyt : ?ajakova 2174/11 , 010 01 žilina , slovenský republika , dátum narodenie : 4 ",statutar,0,0,,
1072," 1970, štátna príslušnos?: slovenská, funkcia: ?len predstavenstva pvs: 0 (c) kuv, adresa trvalého pobytu: rôntgenova 1177/10, 851 01 bratislava, slovenská republika, dátum narodenia: 18"," 1970 , štátna príslušnos? : slovenský , funkcia : ?len predstavenstvo pvs : 0 ( c ) kuv , adresa trvalého pobyt : rôntgenova 1177/10 , 851 01 bratislava , slovenský republika , dátum narodenie : 18 ",statutar,0,0,,
1073," operatívne riadenie pvs zabezpe?uje riadite? pvs, ktorým je ?len predstavenstva kuv („riadite?“)"," operatívne riadenie pvs zabezpe?uje riadite? pvs , by? ?len predstavenstvo kuv ( „ riadite? “ ) ",statutar,0,0,,
1074," c) zákona osoby vykonávajúce funkciu verejných funkcionárov v slovenskej republike, ktoré sú sú?as?ou vlastníckej štruktúry alebo riadiacej štruktúry pvs sú: 69) kuv, adresa trvalého pobytu: ui"," 3 . zoznam verejný funkcionár pvs ( $ 11 ods . 6 písm . c ) zákon ) zmysel $ 11 ods . 6 písm . c ) zákon osoba vykonávajúce funkcia verejný funkcionár slovenský republike , by? sú?as? vlastnícky štruktúry riadiacej štruktúry pvs by? : 69 ) kuv , adresa trvalého pobyt : ui ",statutar,0,0,,
1075," 6 zákona vyhotovený z dôvodu zmeny v osobách kuv pvs (,kuv“) a vsúvislosti sich zápisom do registra pvs („register“)"," : 10607/t kuv predseda predstavenstvo kuv , ?len predstavenstvo verifika?ný dokument by? súlad $ 11 ods . 6 zákon vyhotovený dôvod zmena osobách kuv pvs ( , kuv “ ) vsúvislosti sich zápisom register pvs ( „ register “ ) ",statutar,0,0,,
1076, pre ú?ely overenia identifikácie kuv pvs si os v súlade s$ 1l ods, 1 . ú?el overenia identifikácie kuv pvs os súlad s$ 1l ods ,statutar,0,0,,
1077," zákona o ochrane pred legalizáciou, a teda v niektorých prípadoch sp??ajú kritéria kuv pvs: kuv pvs sú vzmysle vyššie uvedených skuto?ností ?lenovia predstavenstva spolo?nosti transpetrol: 60) kuv, adresa trvalého pobytu: ui"," zákon ochrane legalizácia , prípad sp??ajú kritéria kuv pvs : kuv pvs by? vzmysle vysoko uvedený skuto?ností ?len predstavenstvo spolo?nos? transpetrol : 60 ) kuv , adresa trvalého pobyt : ui ",statutar,2,2,,
1078,"4 vyššie sp??ajú kritéria kuv pod?a zákona o ochrane pred legalizáciou len v ur?itých prípadoch, sa za kuv pvs považujú v zmysle $ 6a ods","4 vysoko sp??ajú kritéria kuv zákon ochrane legalizácia ur?itých prípad , kuv pvs považujú zmysel $ 6a ods . 2 zákon oochrane legalizácia vmkuv ?len predstavenstvo , by? : ( ) kuv , adresa trvalého pobyt : landstrasse 40/4/6 , kittsee 2421 , rakúska republika , dátum narodenie : 3 . 7 . 1971 , štátna príslušnos? : slovenský , funkcia : predseda predstavenstvo pvs , ( b ) kuv , adresa trvalého pobyt : ?ajakova 2174/11 , 010 01 žilina , slovenský republika , dátum narodenie : 4 ",statutar,0,2,,
1079, vmkuv pvs ($ 11 ods," 1970 , štátna príslušnos? : slovenský , funkcia : ?len predstavenstvo pvs : 0 ( c ) kuv , adresa trvalého pobyt : rôntgenova 1177/10 , 851 01 bratislava , slovenský republika , dátum narodenie : 18 . 3 . 1985 , štátna príslušnos? : slovenský , funkcia : ?len predstavenstvo pvs ",statutar,0,0,,
1080, , vmkuv pvs ( $ 11 ods ,statutar,0,0,,
1081," 4 zákona emitentom cenných papierov, prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu alebo rovnocenných medzinárodných noriem, pri?om pvs je spolo?nos?ou, ktorú tento emitent nepriamo výlu?ne majetkovo ovláda a nepriamo výlu?ne riadi, apreto sa pri pvs zapisujú namiesto kuv vmkuv pvs"," vlastnícka riadiaca štruktúra pvs 8 11 ods . 5 písm . b ) zákon rpvs 1 . podkladov identifikácia kuv pvs vyplýva , pvs by? spolo?nos? ru?eniem obmedzeným , založenou aexistujúcou právo slovenský republika základný imaním 53 117 , - eur ",statutar,2,2,,
1082, riadiacu štruktúru pvs tvorí valné zhromaždenie a vmkuv - dvaja konatelia,"de/aktie/(compugroup medical-aktie 6 . spolo?nos? compugroup medical se by? zmysel $8 4 ods . 4 zákon emitentom cenných papier , prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát rovnocenný medzinárodný noriem , pri?om pvs by? spolo?nos? , emitent nepriamo výlu?ne majetkovo ovláda nepriamo výlu?ne riadi? , apreto pvs zapisujú namiesto kuv vmkuv pvs ",statutar,0,2,,
1083, vmkuv — konate?mi pvs sú: vmkuv ?, 10 . riadiacu štruktúru pvs tvori? valné zhromaždenie vmkuv - dva konatelia ,statutar,0,0,,
1084," identifikácia kuv pvs na základe uvedeného a z dôvodu, že spolo?nos? compugroup medical se je emitentom cenných papierov, prijatých na obchodovanie na regulovanom trhu, sa zapisujú namiesto kuv vmkuv a preto os identifikovala kuv pvs ako tieto fyzické osoby: 1", 11 . vmkuv — konate?mi pvs by? : vmkuv ? ,statutar,2,0,,
1085," ku d?u spracovania tohto verifika?ného dokumentu, pvs prehlásil, že nemá vo svojej riadiacej štruktúre žiadneho vedúceho zamestnanca, ktorý by bol v priamej riadiacej pôsobnosti vmkuv os dosp??a k záveru, že uvedené fyzické osoby sú kuv z dôvodu, že sp??ajú legálnu definíciu kuv v zmysle $ 6a zákona ?"," identifikácia kuv pvs základ uvedeného dôvod , spolo?nos? compugroup medical se by? emitentom cenných papier , prijatých obchodovanie regulovanom trh , zapisujú namiesto kuv vmkuv os identifikovala kuv pvs fyzické osoba : 1 . kuv , narodená 03 . 05 . 1967 , trvale bytom 974 04 banská bystrica , moskovská 2334/10 , štátna príslušnos? : slovenský republika , pri?om kuv nie by? verejný funkcionárom vykonávajúcim funkcia slovenský republike ",statutar,0,2,,
1086," os konštatuje, že pvs je spolo?nos?ou, ktorú ovládajú a výlu?ne majetkovo riadia identifikovaní kuv pod?a informácie konate?ov pvs predložená vlastnícka štruktúra riadne a pravdivo preukazuje skuto?nosti, týkajúce sa vlastníckej štruktúry, štatutárnych a kontrolných orgánov spolo?nosti a neexistujú žiadne iné fyzické anios ktoré by na základe osobitných dohôd ovládali alebo kontrolovali pvs"," d?u spracovanie verifika?ného dokument , pvs prehlásil , nema? riadiacej štruktúra žiadneho vedúceho zamestnanec , by? priamy riadiacej pôsobnos? vmkuv os dosp??a záver , uvedený fyzické osoba by? kuv dôvod , sp??ajú legálnu definícium kuv zmysel $ 6a zákon ? ",statutar,2,0,,
1087, 440 verifika?ný dokument preukazujúci identifikáciu kuv pvs i ?lánok i," os konštatuje , pvs by? spolo?nos? , ovládajú výlu?ne majetkovo riadi? identifikovaní kuv informácia konate? pvs predložená vlastnícka štruktúra riadne pravdivo preukazuje skuto?nos? , týkajúce vlastnícky štruktúry , štatutárnych kontrolný orgán spolo?nos? neexistujú žiadny iný fyzické anios základ osobitný dohôd ovládali kontrolova? pvs ",statutar,0,2,,
1088, ú?elom tohto verifika?ného dokumentu je preukázanie identifikácie kuv pvs vsúlade s postupmi stanovenými vzákone ?, 440 verifika?ný dokument preukazujúci identifikácia kuv pvs ?lánok ,statutar,0,0,,
1089," os boli predložené doklady preukazujúce totožnos? kuv výpis z obchodného registra pvs, výpis z obchodného registra jediného spolo?níka pvs, vlastnícka štruktúra a?estné vyhlásenie pvs", u?el verifika?ného dokument overenie identifikácie kuv 1 . ú?elom verifika?ného dokument by? preukázanie identifikácie kuv pvs vsúlade postupmi stanovenými vzákone ? ,statutar,0,0,,
1090," z podkladov na identifikáciu kuv pvs vyplýva, že pvs je spolo?nos?ou s ru?ením obmedzeným, založenou aexistujúcou pod?a práva slovenskej republiky so základným imaním 53 117,- eur"," 2 . os by? predložené doklad preukazujúce totožnos? kuv výpis obchodný register pvs , výpis obchodný register jediný spolo?ník pvs , vlastnícka štruktúra a?estné vyhlásenie pvs ",statutar,0,0,,
1091," z podkladov na identifikáciu kuv pvs vyplýva, že podielovými spoluvlastníkmi compugroup medical ?eská republika s"," vlastnícka riadiaca štruktúra pvs 8 11 ods . 5 písm . b ) zákon rpvs 1 . podkladov identifikácia kuv pvs vyplýva , pvs by? spolo?nos? ru?eniem obmedzeným , založenou aexistujúcou právo slovenský republika základný imaním 53 117 , - eur ",statutar,0,0,,
1092," z podkladov na identifikáciu kuv pvs vyplýva, že spolo?nos? compugroup medical se, registra?né ?íslo: hrb 24981 vlastní 100% akcií spolo?nosti compugroup medical deutschland ag, so sídlom 56070 koblenz, maria trost 21, nemecká spolková republika s"," 3 . podkladov identifikácia kuv pvs vyplýva , podielovými spoluvlastníkmi compugroup medical ?eská republika ",statutar,0,0,,
1093," z podkladov na identifikáciu kuv pvs vyplýva, že vlastníkmi akcií spolo?nosti compugroup medical se, so sídlom 56070 koblenz, maria trost 21, nemecká spolková republika, registra?né ?íslo: hrb 24981 sú viaceré fyzické ajos zoznam týchto akcionárov je pravidelne aktualizovaný a zverej?ovaný na frankfurtskej burze cenných papierov vo frankfurte nad mohanom, nemecká spolková republika"," 4 . podkladov identifikácia kuv pvs vyplýva , spolo?nos? compugroup medical se , registra?né ?íslo : hrb 24981 vlastní 100 % akcií spolo?nos? compugroup medical deutschland ag , sídlo 56070 koblenz , maria trost 21 , nemecká spolková republika ",statutar,2,0,,
1094," 4 zákona emitentom cenných papierov, prijatých na obchodovanie na regulovanom trhu, ktorý podlieha požiadavkám na uverej?ovanie informácií pod?a osobitného predpisu, rovnocenného právneho predpisu ?lenského štátu alebo rovnocenných medzinárodných noriem, pri?om pvs je spolo?nos?ou, ktorú tento emitent nepriamo výlu?ne majetkovo ovláda a nepriamo výlu?ne riadi, apreto sa pri pvs zapisujú namiesto kuv vmkuv pvs"," podkladov identifikácia kuv pvs vyplýva , vlastníkmi akcií spolo?nos? compugroup medical se , sídlo 56070 koblenz , maria trost 21 , nemecká spolková republika , registra?né ?íslo : hrb 24981 by? viacero fyzické ajos zoznam akcionárov by? pravidelne aktualizovaný zverej?ovaný frankfurtskej burze cenných papier frankfurte mohanom , nemecká spolková republika ",statutar,2,0,,
1095, vmkuv — konate?mi pvs sú: vmkuv ?,"de/aktie/(compugroup medical-aktie 6 . spolo?nos? compugroup medical se by? zmysel $8 4 ods . 4 zákon emitentom cenných papier , prijatých obchodovanie regulovanom trh , podlieha požiadavka uverej?ovanie informácia osobitný predpisu , rovnocenného právneho predpisu ?lenského štát rovnocenný medzinárodný noriem , pri?om pvs by? spolo?nos? , emitent nepriamo výlu?ne majetkovo ovláda nepriamo výlu?ne riadi? , apreto pvs zapisujú namiesto kuv vmkuv pvs ",statutar,0,2,,
1096," identifikácia kuv pvs na základe uvedeného a z dôvodu, že spolo?nos? compugroup medical se je emitentom cenných papierov, prijatých na obchodovanie na regulovanom trhu, sa zapisujú namiesto kuv vmkuv a preto os identifikovala kuv pvs ako tieto fyzické osoby: 1", 11 . vmkuv — konate?mi pvs by? : vmkuv ? ,statutar,2,0,,
1097," os konštatuje, že pvs je spolo?nos?ou, ktorú ovládajú a výlu?ne majetkovo riadia identifikovaní kuv pod?a informácie konate?ov pvs predložená vlastnícka štruktúra riadne a pravdivo preukazuje skuto?nosti, týkajúce sa vlastníckej štruktúry, štatutárnych a kontrolných orgánov spolo?nosti a neexistujú žiadne iné fyzické anios ktoré by na základe osobitných dohôd ovládali alebo kontrolovali pvs"," identifikácia kuv pvs základ uvedeného dôvod , spolo?nos? compugroup medical se by? emitentom cenných papier , prijatých obchodovanie regulovanom trh , zapisujú namiesto kuv vmkuv os identifikovala kuv pvs fyzické osoba : 1 ",statutar,2,2,,
1098, ," os konštatuje , pvs by? spolo?nos? , ovládajú výlu?ne majetkovo riadi? identifikovaní kuv informácia konate? pvs predložená vlastnícka štruktúra riadne pravdivo preukazuje skuto?nos? , týkajúce vlastnícky štruktúry , štatutárnych kontrolný orgán spolo?nos? neexistujú žiadny iný fyzické anios základ osobitný dohôd ovládali kontrolova? pvs ",statutar,0,2,,
1099, o registri pvs zapísaná v zozname kuv pod?a zákona ?, registri pvs zapísaná zozname kuv zákon ? ,statutar,0,0,,
1100," spolo?nos? carl zeiss cz má v súlade so zakladate?skou listinou 100% podiel na hlasovacích právach a základnom imaní pvs, má právo vymenova? alebo odvola? vmkuv pvs, resp"," , sídlo lazaretská 8 , 811 08 bratislava , i?o : 36 855 707 ( ?alej „ os overenie identifikácie kuv pvs podáva návrh zápis ú?el zosúladenie zapísaný údajov 31 . júla 2017 . 1 . overenie identifikácie kuv ú?elom identifikácie kuv os vyžiadala predloženie nasledovný dokument : ) výpis obchodný register pvs de? 11 ",statutar,0,0,,
1101," rôdi % pvs z ?estného vyhlásenia pvs ?alej vyplýva, že konate? pvs nemá vedomos? o tom, - že by jediný spolo?ník previedol svoj obchodný podiel na tretiu osobu, previedol svoje hlasovacie práva na tretiu osobu alebo previedol svoje právo na vyplatenie podielu zo zisku spolo?nosti na tretiu osobu, - sú?as?ou vlastníckej štruktúry alebo riadiacej štruktúry pvs nie je verejný funkcionár vykonávajúci funkciu v slovenskej republike, - pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, - aktuálne znenie zakladate?skej listiny pvs sa zhoduje s exemplárom predloženým os b) z ?estného vyhlásenia a dokumentov týkajúcich sa carl zeiss cz ?alej vyplýva, že neexistuje žiadna dohoda alebo iná skuto?nos?, na základe ktorej by iná osoba ako carl zeiss cz mala: - priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach u pvs alebo na jeho základnom imaní, právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán pvs alebo akéhoko?vek ?lena týchto orgánov, - právo na hospodársky prospech najmenej 25% z podnikania pvs alebo z inej jeho ?innosti, - právo ovláda? pvs akýmko?vek iným spôsobom, ako je uvedené v predchádzajúcich bodoch a ani neexistuje žiadna iná osoba v prospech ktorej carl zeiss cz vykonáva svoju ?innos? alebo akýko?vek obchod"," spolo?nos? carl zeiss cz ma? súlad zakladate?skou listinou 100 % podiel hlasovacích právo základnom imaní pvs , ma? právo vymenova? odvola? vmkuv pvs , resp ",statutar,0,0,,
1102," z ?estného vyhlásenia a dokumentov týkajúcich sa carl zeiss ag ?alej vyplýva, že neexistuje žiadna dohoda alebo iná skuto?nos?, na základe ktorej by iná osoba ako carl zeiss ag mala: rôdl % pvs - priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach spolo?nosti carl zeiss gmbh alebo na jej základnom imaní, právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán spolo?nosti carl zeiss gmbh alebo akéhoko?vek ?lena týchto orgánov, - právo na hospodársky prospech najmenej 25% z podnikania spolo?nosti carl zeiss gmbh alebo z inej jej ?innosti, - právo ovláda? spolo?nos? carl zeiss gmbh akýmko?vek iným spôsobom, ako je uvedené v predchádzajúcich bodoch a ani neexistuje žiadna iná osoba v prospech ktorej carl zeiss ag vykonáva svoju ?innos? alebo akýko?vek obchod"," rôdi % pvs ?estný vyhlásenie pvs ?alej vyplýva , konate? pvs nema? vedomos? , - jediný spolo?ník previedol obchodný podiel tretiu osobu , previedol hlasovacie právo tretiu osobu previedol právo vyplatenie podiel zisku spolo?nos? tretiu osobu , - sú?as? vlastnícky štruktúry riadiacej štruktúry pvs nie by? verejný funkcionár vykonávajúci funkcia slovenský republike , - pvs nie by? emitentom cenných papier prijatých obchodovanie regulovanom trh , - aktuálne znenie zakladate?skej listina pvs zhoduje exemplárom predloženým os b ) ?estný vyhlásenie dokument týkajúci carl zeiss cz ?alej vyplýva , neexistova? žiaden dohoda iný skuto?nos? , základ iný osoba carl zeiss cz ma? : - priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo u pvs základnom imaní , právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýko?vek ?len orgán , - právo hospodársky prospech najmenej 25 % podnikanie pvs iný ?innos? , - právo ovláda? pvs akýmko?vek iný spôsob , by? uvedený predchádzajúcich bodoch neexistova? žiaden iný osoba prospech carl zeiss cz vykonáva ?innos? akýko?vek obchod ",statutar,0,0,,
1103," vzh?adom na skuto?nos?, že na základe predložených dokumentov a overených informácií nesp??a žiadna osoba u pvs kritériá pre kuv v zmysle 86a ods"," ?estný vyhlásenie dokument týkajúci carl zeiss ag ?alej vyplýva , neexistova? žiaden dohoda iný skuto?nos? , základ iný osoba carl zeiss ag ma? : rôdl % pvs - priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo spolo?nos? carl zeiss gmbh základnom imaní , právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán spolo?nos? carl zeiss gmbh akýko?vek ?len orgán , - právo hospodársky prospech najmenej 25 % podnikanie spolo?nos? carl zeiss gmbh iný ?innos? , - právo ovláda? spolo?nos? carl zeiss gmbh akýmko?vek iný spôsob , by? uvedený predchádzajúcich bodoch neexistova? žiaden iný osoba prospech carl zeiss ag vykonáva ?innos? akýko?vek obchod ",statutar,2,0,,
1104," o ochrane pred legalizáciou príjmov z trestnej ?innosti, považujú sa za kuv u pvs vmkuv v súlade s $6a ods"," vzh?ad skuto?nos? , základ predložených dokument overených informácia nesp??a žiaden osoba u pvs kritérium kuv zmysel 86a ods ",statutar,2,2,,
1105,", so sídlom lazaretská 8, 811 08 bratislava, i?o: 36 855 707 (?alej len „os overenie identifikácie kuv pvs a podáva návrh na zápis na ú?ely zosúladenia zapísaných údajov do 31"," ochrane legalizácia príjem trestný ?innos? , považujú kuv u pvs vmkuv súlad $6a ods ",statutar,0,2,,
1106, overenie identifikácie kuv za ú?elom identifikácie kuv si os vyžiadala predloženie nasledovných dokumentov: a) výpis z obchodného registra pvs zo d?a 11," , sídlo lazaretská 8 , 811 08 bratislava , i?o : 36 855 707 ( ?alej „ os overenie identifikácie kuv pvs podáva návrh zápis ú?el zosúladenie zapísaný údajov 31 . júla 2017 . 1 . overenie identifikácie kuv ú?elom identifikácie kuv os vyžiadala predloženie nasledovný dokument : ) výpis obchodný register pvs de? 11 ",statutar,0,0,,
1107," spolo?nos? carl zeiss cz má v súlade so zakladate?skou listinou 100% podiel na hlasovacích právach a základnom imaní pvs, má právo vymenova? alebo odvola? vmkuv pvs, resp"," spolo?nos? carl zeiss cz ma? súlad zakladate?skou listinou 100 % podiel hlasovacích právo základnom imaní pvs , ma? právo vymenova? odvola? vmkuv pvs , resp ",statutar,0,0,,
1108," rôdi % pvs z ?estného vyhlásenia pvs ?alej vyplýva, že konate? pvs nemá vedomos? o tom, - že by jediný spolo?ník previedol svoj obchodný podiel na tretiu osobu, previedol svoje hlasovacie práva na tretiu osobu alebo previedol svoje právo na vyplatenie podielu zo zisku spolo?nosti na tretiu osobu, - sú?as?ou vlastníckej štruktúry alebo riadiacej štruktúry pvs nie je verejný funkcionár vykonávajúci funkciu v slovenskej republike, - pvs nie je emitentom cenných papierov prijatých na obchodovanie na regulovanom trhu, - aktuálne znenie zakladate?skej listiny pvs sa zhoduje s exemplárom predloženým os b) z ?estného vyhlásenia a dokumentov týkajúcich sa carl zeiss cz ?alej vyplýva, že neexistuje žiadna dohoda alebo iná skuto?nos?, na základe ktorej by iná osoba ako carl zeiss cz mala: - priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach u pvs alebo na jeho základnom imaní, právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán pvs alebo akéhoko?vek ?lena týchto orgánov, - právo na hospodársky prospech najmenej 25% z podnikania pvs alebo z inej jeho ?innosti, - právo ovláda? pvs akýmko?vek iným spôsobom, ako je uvedené v predchádzajúcich bodoch a ani neexistuje žiadna iná osoba v prospech ktorej carl zeiss cz vykonáva svoju ?innos? alebo akýko?vek obchod"," rôdi % pvs ?estný vyhlásenie pvs ?alej vyplýva , konate? pvs nema? vedomos? , - jediný spolo?ník previedol obchodný podiel tretiu osobu , previedol hlasovacie právo tretiu osobu previedol právo vyplatenie podiel zisku spolo?nos? tretiu osobu , - sú?as? vlastnícky štruktúry riadiacej štruktúry pvs nie by? verejný funkcionár vykonávajúci funkcia slovenský republike , - pvs nie by? emitentom cenných papier prijatých obchodovanie regulovanom trh , - aktuálne znenie zakladate?skej listina pvs zhoduje exemplárom predloženým os b ) ?estný vyhlásenie dokument týkajúci carl zeiss cz ?alej vyplýva , neexistova? žiaden dohoda iný skuto?nos? , základ iný osoba carl zeiss cz ma? : - priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo u pvs základnom imaní , právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán pvs akýko?vek ?len orgán , - právo hospodársky prospech najmenej 25 % podnikanie pvs iný ?innos? , - právo ovláda? pvs akýmko?vek iný spôsob , by? uvedený predchádzajúcich bodoch neexistova? žiaden iný osoba prospech carl zeiss cz vykonáva ?innos? akýko?vek obchod ",statutar,0,0,,
1109," ?alej vyplýva, že neexistuje žiadna dohoda alebo iná skuto?nos?, na základe ktorej by iná osoba ako carl zeiss cz mala: - priamy alebo nepriamy podiel alebo ich sú?et najmenej 25% na hlasovacích právach spolo?nosti carl zeiss cz alebo na jej základnom imaní, právo vymenova?, inak ustanovi? alebo odvola? vmkuv riadiaci orgán, dozorný orgán alebo kontrolný orgán spolo?nosti carl zeiss cz alebo akéhoko?vek ?lena týchto orgánov, - právo na hospodársky prospech najmenej 25% z podnikania spolo?nosti carl zeiss cz alebo z inej jej ?innosti, rôdl s pvs - právo ovláda? spolo?nos? carl zeiss cz akýmko?vek iným spôsobom, ako je uvedené v predchádzajúcich bodoch a ani neexistuje žiadna iná osoba v prospech ktorej carl zeiss b"," ?alej vyplýva , neexistova? žiaden dohoda iný skuto?nos? , základ iný osoba carl zeiss cz ma? : - priamy nepriamy podiel sú?et najmenej 25 % hlasovacích právo spolo?nos? carl zeiss cz základnom imaní , právo vymenova? , inak ustanovi? odvola? vmkuv riadiaci orgán , dozorný orgán kontrolný orgán spolo?nos? carl zeiss cz akýko?vek ?len orgán , - právo hospodársky prospech najmenej 25 % podnikanie spolo?nos? carl zeiss cz iný ?innos? , rôdl pvs - právo ovláda? spolo?nos? carl zeiss cz akýmko?vek iný spôsob , by? uvedený predchádzajúcich bodoch neexistova? žiaden iný osoba prospech carl zeiss b ",statutar,0,0,,
1110," o ochrane pred legalizáciou príjmov z trestnej ?innosti, považujú sa za kuv u pvs vmkuv v súlade s $6a ods"," ochrane legalizácia príjem trestný ?innos? , považujú kuv u pvs vmkuv súlad $6a ods ",statutar,2,2,,
1111," a) zákona o rpvs ako os uvádzame, že pri identifikácii kuv sme postupovali nestranne a s odbornou starostlivos?ou, pri?om sme si zaobstarali o predmete zápisu do registra všetky dostupné informácie a tieto sme vyhodnotili postupom pod?a zákona ?"," § 11 ods . 5 písm . ) zákon rpvs os uvádzame , identifikácii kuv by? postupovali nestranne odborný starostlivos?ou , pri?om by? zaobstarali predmete zápisu register dostupné informácia by? vyhodnotili postupom zákon ? ",statutar,0,0,,
